epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,lr,batch_size,amp,epoch_time_sec
41,0.32612495299647837,0.17576403039343216,0.09176379003945519,0.19532377294757786,0.0005,2,true,3.5
42,0.3177432040957844,0.16949373089215336,0.09107651692979477,0.19057651368134162,0.00025,2,true,3.7163
43,0.2963666372439441,0.15617131156956449,0.08408092400606941,0.1870479982565431,0.00025,2,true,3.5188
44,0.2827950496883953,0.1465045112897368,0.08123918052981882,0.1835045187788851,0.00025,2,true,3.7453
45,0.2832300154601826,0.15054849403745987,0.0778871204923181,0.1826479995951933,0.00025,2,true,3.8752
46,0.27934838086366653,0.14443022253758767,0.0800191391916836,0.1829967191990684,0.00025,2,true,3.9265
47,0.27207689513178435,0.14196472987532616,0.07608844427501454,0.18007905408740044,0.00025,2,true,3.7574
48,0.28302815556526184,0.15144960867131457,0.07709146334844477,0.18162360151900964,0.000125,2,true,4.1507
49,0.2703390270471573,0.13880730310783668,0.07765957888434916,0.17957381246721044,0.000125,2,true,3.9503
50,0.27873413483886156,0.1455457040711361,0.0786999350084978,0.18162831839393168,0.000125,2,true,4.0596
51,0.2705375907175681,0.13961123324492397,0.07732320182463702,0.17867717431748614,0.000125,2,true,3.8988
52,0.2650473884799901,0.13553590480895603,0.07612001457635094,0.17797156269936001,0.000125,2,true,4.1962
53,0.2740238580633612,0.14301958680152893,0.07662498600342695,0.18126427842413678,0.000125,2,true,3.8173
54,0.2697555852286956,0.13930068603333304,0.07731637709281024,0.17712840284494794,6.25e-05,2,true,4.1024
55,0.25455400785979104,0.12919414394042072,0.07265833633787491,0.17567175495273926,6.25e-05,2,true,4.1316
