run_name,stage,seed,split_role,metric_name,metric_value,config_version,train_proto_version,eval_proto_version,aggregation
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,HD95,30.677179839611036,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,Boundary F1,0.6970412635438533,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,F1,0.762936719808002,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,Object Dice,0.8427371224576777,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,Object Hausdorff,65.07221497903258,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,Dice,0.9074167969025648,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,IoU,0.8403905883725332,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,HD95,33.71966076294579,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testA,Boundary F1,0.7593630378172581,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,F1,0.6888547791218069,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,Object Dice,0.7997027863563335,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,Object Hausdorff,106.09864347577779,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,Dice,0.8828327235383029,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,IoU,0.8094274307610115,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,HD95,36.65344099998471,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed2025,B1,2025,testB,Boundary F1,0.6999549008158361,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
